Epoch,im_loss,re_loss,all_loss,psnr
39,205.728515625,0.0,205.728515625,31.26050589364403
40,199.31266276041666,0.0,199.31266276041666,32.10579789784994
41,239.12862141927084,0.0,239.12862141927084,32.655431405798865
42,257.9153238932292,0.0,257.9153238932292,32.46726507209439
43,243.30501302083334,0.0,243.30501302083334,33.12716673531102
44,240.7496337890625,0.0,240.7496337890625,33.20675803412512
45,215.8275146484375,0.0,215.8275146484375,32.673810134562
46,225.59163411458334,0.0,225.59163411458334,34.20847531321397
47,208.44549560546875,0.0,208.44549560546875,33.472227818168044
48,212.9326375325521,0.0,212.9326375325521,33.977772449797804
49,225.59745279947916,0.0,225.59745279947916,33.915955613965046
50,218.301025390625,0.0,218.301025390625,32.40867827546562
51,250.2494913736979,0.0,250.2494913736979,32.858268849021414
52,245.77298990885416,0.0,245.77298990885416,33.2814652616239
53,264.7561442057292,0.0,264.7561442057292,33.21047661300106
54,230.71341959635416,0.0,230.71341959635416,33.492682765235145
55,228.9952596028646,0.0,228.9952596028646,32.963966612981935
56,251.6199951171875,0.0,251.6199951171875,34.08216190987823
57,222.85237630208334,0.0,222.85237630208334,33.781891201870884
58,255.46781412760416,0.0,255.46781412760416,33.557419618875116
59,250.69694010416666,0.0,250.69694010416666,32.90748794712104
60,217.74173990885416,0.0,217.74173990885416,34.07494472629339
61,209.82804361979166,0.0,209.82804361979166,33.38486258503339
62,225.6828816731771,0.0,225.6828816731771,32.07525103753592
63,253.7695109049479,0.0,253.7695109049479,34.38260169976552
64,199.83833821614584,0.0,199.83833821614584,32.2222744701877
65,258.94964599609375,0.0,258.94964599609375,33.268488478733886
66,234.0839640299479,0.0,234.0839640299479,33.20287347622666
67,225.18123372395834,0.0,225.18123372395834,33.69500546900805
68,237.7182820638021,0.0,237.7182820638021,32.42682524538791
69,220.063720703125,0.0,220.063720703125,32.8850706901908
70,251.08349609375,0.0,251.08349609375,32.33869814581447
71,225.9673055013021,0.0,225.9673055013021,34.419231242591756
72,205.10880533854166,0.0,205.10880533854166,33.82532538642856
73,209.9565226236979,0.0,209.9565226236979,32.75913558001485
74,233.06026204427084,0.0,233.06026204427084,32.94563874820801
75,209.34586588541666,0.0,209.34586588541666,32.64834504957701
76,190.59952799479166,0.0,190.59952799479166,34.0313866724931
77,202.7915242513021,0.0,202.7915242513021,33.29799312475707
78,275.9945882161458,0.0,275.9945882161458,32.55754168826997
79,222.145263671875,0.0,222.145263671875,33.1132467153415
80,198.71927897135416,0.0,198.71927897135416,32.95015721793747
81,220.47989908854166,0.0,220.47989908854166,33.25276380966272
82,206.67594401041666,0.0,206.67594401041666,34.67760168151492
83,218.50870768229166,0.0,218.50870768229166,34.78172847774558
84,242.274658203125,0.0,242.274658203125,33.8796309038469
85,204.3725789388021,0.0,204.3725789388021,32.99191358057611
86,221.29681396484375,0.0,221.29681396484375,32.799709746740184
87,205.5098876953125,0.0,205.5098876953125,33.1608583504119
88,174.27203369140625,0.0,174.27203369140625,32.70449434716855
89,221.28348795572916,0.0,221.28348795572916,32.339467872320824
90,262.8649088541667,0.0,262.8649088541667,33.50762947259666
91,206.57157389322916,0.0,206.57157389322916,32.768975943512906
92,250.062744140625,0.0,250.062744140625,34.42649573534209
93,223.268798828125,0.0,223.268798828125,32.966168319529395
94,206.14847819010416,0.0,206.14847819010416,34.45574559766427
95,214.79730224609375,0.0,214.79730224609375,32.338663801943085
96,232.77032470703125,0.0,232.77032470703125,33.780269518747886
97,230.42268880208334,0.0,230.42268880208334,33.050422796434596
98,255.93155924479166,0.0,255.93155924479166,32.95501008043493
99,204.59415690104166,0.0,204.59415690104166,33.63094700613637
100,219.373046875,0.0,219.373046875,33.7386091285152
101,240.37957763671875,0.0,240.37957763671875,34.10573898479937
102,207.40096028645834,0.0,207.40096028645834,33.80681975829918
103,301.2747802734375,0.0,301.2747802734375,33.47520682563629
104,238.47857666015625,0.0,238.47857666015625,33.2709765042584
105,237.16768391927084,0.0,237.16768391927084,34.64479795865249
106,193.59456380208334,0.0,193.59456380208334,32.85184702007737
107,247.95281982421875,0.0,247.95281982421875,32.9688870382951
108,263.68666585286456,0.0,263.68666585286456,33.77653819226528
109,256.86427815755206,0.0,256.86427815755206,32.480268765494
110,243.9158935546875,0.0,243.9158935546875,33.88173602359271
111,239.1400146484375,0.0,239.1400146484375,32.90844840453177
112,231.27278645833334,0.0,231.27278645833334,32.65954186748969
113,266.73972574869794,0.0,266.73972574869794,32.57873044609622
114,208.36173502604166,0.0,208.36173502604166,31.973124329536986
115,222.1304931640625,0.0,222.1304931640625,33.215503937220426
116,263.4185791015625,0.0,263.4185791015625,34.04875249587301
117,230.9871826171875,0.0,230.9871826171875,33.35717630608006
118,245.14544677734375,0.0,245.14544677734375,32.26695194935968
119,207.57242838541666,0.0,207.57242838541666,32.61566760449269
120,191.913330078125,0.0,191.913330078125,33.102331519759915
121,241.69734700520834,0.0,241.69734700520834,32.69923896837121
122,244.1256306966146,0.0,244.1256306966146,33.15049171300986
123,245.90277099609375,0.0,245.90277099609375,33.483098554128546
124,221.96053059895834,0.0,221.96053059895834,33.63501117320482
125,243.84798177083334,0.0,243.84798177083334,33.149156402374494
126,207.1400146484375,0.0,207.1400146484375,32.82805730315917
127,227.11393229166666,0.0,227.11393229166666,34.08602672958817
128,201.3196004231771,0.0,201.3196004231771,33.182810984360835
129,193.57124837239584,0.0,193.57124837239584,32.99541212800501
130,221.577880859375,0.0,221.577880859375,33.05741978564586
131,215.2887980143229,0.0,215.2887980143229,33.309540360513445
132,220.2195841471354,0.0,220.2195841471354,33.95071550217396
133,223.1773681640625,0.0,223.1773681640625,34.09097000818547
134,232.75240071614584,0.0,232.75240071614584,33.536716243303715
135,219.3625284830729,0.0,219.3625284830729,34.34466644248378
136,243.0668741861979,0.0,243.0668741861979,33.330684064354486
137,194.27742513020834,0.0,194.27742513020834,33.55898230060198
138,217.6748250325521,0.0,217.6748250325521,33.26876571793361
139,213.3415323893229,0.0,213.3415323893229,33.884065130657895
140,235.64111328125,0.0,235.64111328125,32.61104319347915
141,258.57224527994794,0.0,258.57224527994794,31.95898031581859
142,219.0196533203125,0.0,219.0196533203125,32.038002872062165
143,231.9863484700521,0.0,231.9863484700521,33.870237419294035
144,215.9911092122396,0.0,215.9911092122396,33.88798116341711
145,215.3553263346354,0.0,215.3553263346354,33.24664192615474
146,223.9330037434896,0.0,223.9330037434896,33.65243455404691
147,255.21175130208334,0.0,255.21175130208334,33.55953032102561
148,268.48944091796875,0.0,268.48944091796875,33.20125536414017
149,214.4395548502604,0.0,214.4395548502604,33.69705851392726
150,223.38191731770834,0.0,223.38191731770834,33.40506710968837
151,243.280029296875,0.0,243.280029296875,33.45197634189394
152,212.37506103515625,0.0,212.37506103515625,33.561471896481734
153,224.2574462890625,0.0,224.2574462890625,33.806264997962685
154,218.28645833333334,0.0,218.28645833333334,33.0598076172397
155,215.10441080729166,0.0,215.10441080729166,32.284403996962695
156,275.0199381510417,0.0,275.0199381510417,33.357411234860194
157,217.4205118815104,0.0,217.4205118815104,33.79275412460874
158,234.78617350260416,0.0,234.78617350260416,33.10988019406448
159,189.2505900065104,0.0,189.2505900065104,32.38212990008115
160,222.29886881510416,0.0,222.29886881510416,34.11170083255507
161,220.1830851236979,0.0,220.1830851236979,33.643977187248915
162,257.97467041015625,0.0,257.97467041015625,33.36050279008161
163,202.3648885091146,0.0,202.3648885091146,32.21905641011708
164,223.76318359375,0.0,223.76318359375,33.41187810461209
165,236.9403279622396,0.0,236.9403279622396,34.7642904133114
166,236.34012858072916,0.0,236.34012858072916,33.674628014130526
167,231.9157918294271,0.0,231.9157918294271,32.77380002657995
168,249.2791544596354,0.0,249.2791544596354,33.70049830053847
169,224.46744791666666,0.0,224.46744791666666,33.92370759646961
170,221.04353841145834,0.0,221.04353841145834,32.5025556678048
171,197.4339396158854,0.0,197.4339396158854,33.456656786740965
172,231.70670572916666,0.0,231.70670572916666,33.93307070820887
173,224.19014485677084,0.0,224.19014485677084,32.0996507694742
174,246.58695475260416,0.0,246.58695475260416,32.94544153121703
175,218.44156901041666,0.0,218.44156901041666,33.63422601239578
176,233.7779541015625,0.0,233.7779541015625,32.336853712188585
177,240.1571044921875,0.0,240.1571044921875,33.69744818860015
178,195.04073079427084,0.0,195.04073079427084,33.14027881089129
179,227.8050333658854,0.0,227.8050333658854,33.60506326151944
180,242.15128580729166,0.0,242.15128580729166,33.95540787378317
181,217.1232706705729,0.0,217.1232706705729,32.22557938494945
182,211.3470458984375,0.0,211.3470458984375,32.797639686109015
183,209.7908732096354,0.0,209.7908732096354,33.17438283249006
184,223.50244140625,0.0,223.50244140625,33.28906690251726
185,227.7630615234375,0.0,227.7630615234375,33.31610843478045
186,250.68695068359375,0.0,250.68695068359375,33.05031774128825
187,202.4361775716146,0.0,202.4361775716146,33.967272970922245
188,218.32779947916666,0.0,218.32779947916666,33.29495554042968
189,214.55977376302084,0.0,214.55977376302084,33.10216568698594
190,249.396484375,0.0,249.396484375,33.1144512958865
191,236.4800008138021,0.0,236.4800008138021,33.514110737444135
192,209.61083984375,0.0,209.61083984375,34.68769545794246
193,235.1366984049479,0.0,235.1366984049479,32.93157301123868
194,231.9205525716146,0.0,231.9205525716146,33.395111239692994
195,238.00313313802084,0.0,238.00313313802084,32.609456538594934
196,243.87386067708334,0.0,243.87386067708334,32.65157386162195
197,213.22831217447916,0.0,213.22831217447916,33.91354709920035
198,224.6788330078125,0.0,224.6788330078125,33.72776210804438
199,213.4770711263021,0.0,213.4770711263021,32.010992409453415
200,211.5444132486979,0.0,211.5444132486979,33.95686145029396
201,243.02071126302084,0.0,243.02071126302084,33.71981906791841
202,206.75640869140625,0.0,206.75640869140625,33.246212137027385
203,224.00775146484375,0.0,224.00775146484375,34.07309642607369
204,243.5484619140625,0.0,243.5484619140625,33.06878568272638
205,208.03385416666666,0.0,208.03385416666666,33.20801496813074
206,213.7085164388021,0.0,213.7085164388021,34.12974350363437
207,222.59114583333334,0.0,222.59114583333334,34.211751817291926
208,246.32527669270834,0.0,246.32527669270834,33.22069010599127
209,236.72770182291666,0.0,236.72770182291666,32.837051104570534
210,205.59625244140625,0.0,205.59625244140625,35.1488221481347
211,237.50248209635416,0.0,237.50248209635416,33.855037232296
212,194.31131998697916,0.0,194.31131998697916,33.3350473788098
213,229.7262166341146,0.0,229.7262166341146,34.58307355612212
214,195.49601236979166,0.0,195.49601236979166,34.60859611959291
215,192.04740397135416,0.0,192.04740397135416,32.746702925530904
216,204.9012451171875,0.0,204.9012451171875,34.363250001853174
217,229.55718994140625,0.0,229.55718994140625,33.68603993119305
218,226.37862141927084,0.0,226.37862141927084,33.60941911971741
219,257.9612630208333,0.0,257.9612630208333,33.404909780653036
220,224.1756795247396,0.0,224.1756795247396,34.5586180654848
221,199.98726399739584,0.0,199.98726399739584,34.54896494886096
222,218.78922526041666,0.0,218.78922526041666,34.31846712546806
223,219.83296712239584,0.0,219.83296712239584,34.202077258891755
224,184.928955078125,0.0,184.928955078125,34.47187453372607
225,209.10811360677084,0.0,209.10811360677084,33.3455584107979
226,239.90327962239584,0.0,239.90327962239584,34.10649526952102
227,199.8235066731771,0.0,199.8235066731771,34.20683553001764
228,233.71122233072916,0.0,233.71122233072916,33.17400658606674
229,180.8873291015625,0.0,180.8873291015625,33.85787357681196
230,220.34684244791666,0.0,220.34684244791666,34.895126890225754
231,210.49027506510416,0.0,210.49027506510416,34.085718829352835
232,242.70404052734375,0.0,242.70404052734375,34.05178382545071
233,229.55096435546875,0.0,229.55096435546875,34.235896716519115
234,232.9288126627604,0.0,232.9288126627604,34.53793157183017
235,233.3107706705729,0.0,233.3107706705729,34.32634799289748
236,192.99739583333334,0.0,192.99739583333334,34.26998324089848
237,223.63468424479166,0.0,223.63468424479166,35.233572234128594
238,205.31170654296875,0.0,205.31170654296875,34.699064714866765
239,219.992431640625,0.0,219.992431640625,34.489637693548985
240,203.9311726888021,0.0,203.9311726888021,35.35635565852387
241,191.1195068359375,0.0,191.1195068359375,35.320561103000344
242,197.6412150065104,0.0,197.6412150065104,34.18987185532718
243,190.26277669270834,0.0,190.26277669270834,34.69570349011401
244,198.1847941080729,0.0,198.1847941080729,34.82902077947896
245,214.8509318033854,0.0,214.8509318033854,35.20500612177682
246,202.9875691731771,0.0,202.9875691731771,34.717858613342834
247,186.75862630208334,0.0,186.75862630208334,36.32335774439424
248,171.91373697916666,0.0,171.91373697916666,35.22625782030973
249,212.2090861002604,0.0,212.2090861002604,34.00159957210202
250,201.3169962565104,0.0,201.3169962565104,34.442299637997486
251,202.6703084309896,0.0,202.6703084309896,34.78836626812519
252,181.44158935546875,0.0,181.44158935546875,35.346922749987
253,186.184326171875,0.0,186.184326171875,34.27951736867612
254,195.94209798177084,0.0,195.94209798177084,36.23128703622178
255,208.56512451171875,0.0,208.56512451171875,35.885209879583094
256,202.62552897135416,0.0,202.62552897135416,36.22630954231796
257,199.25667317708334,0.0,199.25667317708334,35.17920994237562
258,214.80826822916666,0.0,214.80826822916666,34.46421073395384
259,183.2893269856771,0.0,183.2893269856771,35.79724216358822
260,187.74690755208334,0.0,187.74690755208334,35.275575308862784
261,204.18876139322916,0.0,204.18876139322916,35.89058972472173
262,185.4968465169271,0.0,185.4968465169271,36.592812795044324
263,201.4264119466146,0.0,201.4264119466146,36.9916632552761
264,193.5150349934896,0.0,193.5150349934896,35.97817021774396
265,201.1382853190104,0.0,201.1382853190104,35.296414522665685
266,175.0645955403646,0.0,175.0645955403646,36.628162358627854
267,173.09090169270834,0.0,173.09090169270834,36.91536810635976
268,202.54864501953125,0.0,202.54864501953125,35.56820790638226
269,179.100830078125,0.0,179.100830078125,35.245119301885026
270,162.82535807291666,0.0,162.82535807291666,37.81323859210011
271,191.265869140625,0.0,191.265869140625,35.83397498127628
272,145.9753621419271,0.0,145.9753621419271,35.20668971800513
273,194.89628092447916,0.0,194.89628092447916,36.1963969845221
274,200.53375244140625,0.0,200.53375244140625,35.802735643959956
275,160.34546915690103,0.0,160.34546915690103,37.80226993534398
276,164.71390787760416,0.0,164.71390787760416,35.96234567014769
277,168.1148681640625,0.0,168.1148681640625,36.688437384571515
278,154.0348103841146,0.0,154.0348103841146,37.12074668983492
279,174.70247395833334,0.0,174.70247395833334,36.99538752624
280,206.36446126302084,0.0,206.36446126302084,37.788887618558725
281,187.54337565104166,0.0,187.54337565104166,36.12146388001674
282,169.04239908854166,0.0,169.04239908854166,35.507778623149555
283,152.47224934895834,0.0,152.47224934895834,36.4289494372438
284,181.6242879231771,0.0,181.6242879231771,37.01481804288902
285,173.45723470052084,0.0,173.45723470052084,38.3375483480146
286,169.56930541992188,0.0,169.56930541992188,36.77799677667727
287,171.37542724609375,0.0,171.37542724609375,35.64733027768056
288,181.05318196614584,0.0,181.05318196614584,38.65129924192416
289,186.83634440104166,0.0,186.83634440104166,36.59757150761232
290,194.67183430989584,0.0,194.67183430989584,37.60595813487502
291,171.38826497395834,0.0,171.38826497395834,35.7665830881655
292,193.333984375,0.0,193.333984375,36.75250560753692
293,153.9544881184896,0.0,153.9544881184896,37.59847927444209
294,169.77074178059897,0.0,169.77074178059897,37.236695612768756
295,198.9844767252604,0.0,198.9844767252604,36.344489292538825
296,152.79642740885416,0.0,152.79642740885416,34.987977778260785
297,165.4847208658854,0.0,165.4847208658854,37.340832016952476
298,172.7849324544271,0.0,172.7849324544271,36.11637802427048
299,176.65706380208334,0.0,176.65706380208334,36.544233240166356
300,149.14619954427084,0.0,149.14619954427084,36.28747135109076
301,152.66389973958334,0.0,152.66389973958334,37.4174645421843
302,176.4984130859375,0.0,176.4984130859375,37.15073167798976
303,149.76109822591147,0.0,149.76109822591147,36.459543428275545
304,182.03059895833334,0.0,182.03059895833334,36.314419853453295
