Loss_im,psnr
365.6978,32.1151
365.6978,32.1151
365.6978,32.1151
374.8046,33.0764
374.8046,33.0764
374.8046,33.0764
351.7482,33.9754
351.7482,33.9754
351.7482,33.9754
353.9691,31.0043
353.9691,31.0043
353.9691,31.0043
408.3737,32.3999
408.3737,32.3999
408.3737,32.3999
369.5558,32.6753
369.5558,32.6753
369.5558,32.6753
368.2633,31.7525
368.2633,31.7525
368.2633,31.7525
418.4065,32.8483
418.4065,32.8483
418.4065,32.8483
438.6011,32.7201
438.6011,32.7201
438.6011,32.7201
414.9465,32.3537
414.9465,32.3537
414.9465,32.3537
393.5382,32.8647
393.5382,32.8647
393.5382,32.8647
378.4784,33.8318
378.4784,33.8318
378.4784,33.8318
371.5503,33.1481
371.5503,33.1481
371.5503,33.1481
364.2323,32.0179
364.2323,32.0179
364.2323,32.0179
402.5022,33.8904
402.5022,33.8904
402.5022,33.8904
393.1634,31.8597
393.1634,31.8597
393.1634,31.8597
417.2189,34.384
417.2189,34.384
417.2189,34.384
293.1875,31.6474
293.1875,31.6474
293.1875,31.6474
397.4744,31.9476
397.4744,31.9476
397.4744,31.9476
335.4343,32.9299
335.4343,32.9299
335.4343,32.9299
400.5023,33.8145
400.5023,33.8145
400.5023,33.8145
357.2306,32.385
357.2306,32.385
357.2306,32.385
388.4241,33.6162
388.4241,33.6162
388.4241,33.6162
362.1185,33.6479
362.1185,33.6479
362.1185,33.6479
369.352,33.5242
369.352,33.5242
369.352,33.5242
365.947,32.5244
365.947,32.5244
365.947,32.5244
390.772,33.1054
390.772,33.1054
390.772,33.1054
381.3291,32.4763
381.3291,32.4763
381.3291,32.4763
317.5399,33.0844
317.5399,33.0844
317.5399,33.0844
370.3907,32.1643
370.3907,32.1643
370.3907,32.1643
320.862,33.7286
320.862,33.7286
320.862,33.7286
292.1124,33.8876
292.1124,33.8876
292.1124,33.8876
342.5486,32.8466
342.5486,32.8466
342.5486,32.8466
299.892,33.7859
299.892,33.7859
299.892,33.7859
354.2688,33.4329
354.2688,33.4329
354.2688,33.4329
357.8288,34.2017
357.8288,34.2017
357.8288,34.2017
276.5759,32.5951
276.5759,32.5951
276.5759,32.5951
300.6069,33.0616
300.6069,33.0616
300.6069,33.0616
327.7624,33.4314
327.7624,33.4314
327.7624,33.4314
294.8841,33.5048
294.8841,33.5048
294.8841,33.5048
306.469,33.3095
306.469,33.3095
306.469,33.3095
354.861,34.282
354.861,34.282
354.861,34.282
353.2083,32.9471
353.2083,32.9471
353.2083,32.9471
339.8998,33.1822
339.8998,33.1822
339.8998,33.1822
322.663,34.3354
322.663,34.3354
322.663,34.3354
339.0727,33.3253
339.0727,33.3253
339.0727,33.3253
317.2623,32.942
317.2623,32.942
317.2623,32.942
366.7538,32.7077
366.7538,32.7077
366.7538,32.7077
293.8116,33.9386
293.8116,33.9386
293.8116,33.9386
331.2325,34.0047
331.2325,34.0047
331.2325,34.0047
331.2787,33.5453
331.2787,33.5453
331.2787,33.5453
315.2056,33.5771
315.2056,33.5771
315.2056,33.5771
301.0495,34.4793
301.0495,34.4793
301.0495,34.4793
344.6685,33.9915
344.6685,33.9915
344.6685,33.9915
368.0709,33.4319
368.0709,33.4319
368.0709,33.4319
347.9791,32.5078
347.9791,32.5078
347.9791,32.5078
350.6773,33.6789
350.6773,33.6789
350.6773,33.6789
335.2837,33.8157
335.2837,33.8157
335.2837,33.8157
342.0266,33.794
342.0266,33.794
342.0266,33.794
340.3511,32.6301
340.3511,32.6301
340.3511,32.6301
324.1265,33.5572
324.1265,33.5572
324.1265,33.5572
327.0005,33.7517
327.0005,33.7517
327.0005,33.7517
318.2074,32.995
318.2074,32.995
318.2074,32.995
340.7853,31.9866
340.7853,31.9866
340.7853,31.9866
351.9394,33.3657
351.9394,33.3657
351.9394,33.3657
357.5096,34.6069
357.5096,34.6069
357.5096,34.6069
337.6864,33.1937
337.6864,33.1937
337.6864,33.1937
345.8155,33.2204
345.8155,33.2204
345.8155,33.2204
415.8454,33.6244
415.8454,33.6244
415.8454,33.6244
367.307,32.2997
367.307,32.2997
367.307,32.2997
360.9995,32.8877
