Epoch,im_loss,re_loss,all_loss,psnr
40,213.6152140299479,0.0,213.6152140299479,34.17856875654257
41,218.53609212239584,0.0,218.53609212239584,33.02376303100225
42,207.12225341796875,0.0,207.12225341796875,33.26437476765366
43,247.84407552083334,0.0,247.84407552083334,33.773055839393756
44,226.79471842447916,0.0,226.79471842447916,32.182878307809936
45,220.97285970052084,0.0,220.97285970052084,33.6803702069426
46,254.52986653645834,0.0,254.52986653645834,32.546217069827755
47,213.28277587890625,0.0,213.28277587890625,32.742328244178765
48,226.91353352864584,0.0,226.91353352864584,33.149253959151984
49,257.72873942057294,0.0,257.72873942057294,31.56328756366672
50,242.3311564127604,0.0,242.3311564127604,31.955378891123402
51,217.51643880208334,0.0,217.51643880208334,32.38103465279684
52,238.77156575520834,0.0,238.77156575520834,34.72704002887042
53,215.62833658854166,0.0,215.62833658854166,32.51733695386457
54,216.19722493489584,0.0,216.19722493489584,31.937009519331422
55,234.0892333984375,0.0,234.0892333984375,34.11204967770556
56,214.71244303385416,0.0,214.71244303385416,32.39449146622655
57,250.2868448893229,0.0,250.2868448893229,32.797264141851265
58,246.39013671875,0.0,246.39013671875,31.98693994189592
59,234.93904622395834,0.0,234.93904622395834,33.21244856822186
60,241.1053263346354,0.0,241.1053263346354,31.9775184493006
61,210.19730631510416,0.0,210.19730631510416,32.724554881892985
62,221.95491536458334,0.0,221.95491536458334,33.66024379242854
63,257.2851155598958,0.0,257.2851155598958,32.90140817609723
64,188.81036376953125,0.0,188.81036376953125,34.12463910810342
65,247.9830525716146,0.0,247.9830525716146,32.512463306611075
66,198.7867635091146,0.0,198.7867635091146,32.6460329195368
67,226.99165852864584,0.0,226.99165852864584,33.07610930910281
68,254.5457763671875,0.0,254.5457763671875,33.29037032493942
69,232.00421142578125,0.0,232.00421142578125,33.479372197815714
70,208.84088134765625,0.0,208.84088134765625,32.954268775602905
71,231.88187662760416,0.0,231.88187662760416,33.15853031912702
72,230.8891805013021,0.0,230.8891805013021,33.807176762279994
73,219.7804158528646,0.0,219.7804158528646,33.586784122517784
74,240.2782185872396,0.0,240.2782185872396,33.51628363852005
75,251.5708211263021,0.0,251.5708211263021,32.160365857548356
76,204.62764485677084,0.0,204.62764485677084,33.50603211950555
77,200.54534912109375,0.0,200.54534912109375,32.22715455300395
78,249.5492960611979,0.0,249.5492960611979,32.86033875448774
79,258.4488118489583,0.0,258.4488118489583,33.15339194224255
80,220.1708780924479,0.0,220.1708780924479,33.6296430763887
81,249.23099772135416,0.0,249.23099772135416,32.21648170796633
82,252.90327962239584,0.0,252.90327962239584,33.55456992251006
83,217.03340657552084,0.0,217.03340657552084,33.82015458737398
84,218.0640665690104,0.0,218.0640665690104,32.23684381859324
85,203.82246907552084,0.0,203.82246907552084,33.418108969695524
86,218.21956380208334,0.0,218.21956380208334,33.984353476954546
87,203.4314982096354,0.0,203.4314982096354,33.421927299655096
88,214.1135457356771,0.0,214.1135457356771,33.58678505100494
89,189.53047688802084,0.0,189.53047688802084,32.590715269707815
90,209.65067545572916,0.0,209.65067545572916,33.12838190755525
91,254.20340983072916,0.0,254.20340983072916,34.13038748063268
92,224.17805989583334,0.0,224.17805989583334,33.363787631990945
93,240.312744140625,0.0,240.312744140625,33.74451318728802
94,227.71236165364584,0.0,227.71236165364584,33.49738686268884
95,215.53271484375,0.0,215.53271484375,32.81389029115513
96,284.81382242838544,0.0,284.81382242838544,33.44354466250412
97,215.6463419596354,0.0,215.6463419596354,33.985940960459104
98,220.83026123046875,0.0,220.83026123046875,34.28159559780784
99,178.5482177734375,0.0,178.5482177734375,33.722762178838025
100,203.87809244791666,0.0,203.87809244791666,32.94447038269597
101,216.779052734375,0.0,216.779052734375,32.712570052051
102,220.71329752604166,0.0,220.71329752604166,33.67294210537176
103,243.947509765625,0.0,243.947509765625,32.701868164164
104,230.7081502278646,0.0,230.7081502278646,32.962594937367335
105,244.58064778645834,0.0,244.58064778645834,32.937614772680405
106,166.9691365559896,0.0,166.9691365559896,34.06712993986357
107,225.90409342447916,0.0,225.90409342447916,33.159130758165475
108,245.9150594075521,0.0,245.9150594075521,32.44520888698723
109,245.3362019856771,0.0,245.3362019856771,34.12638114703188
110,239.8108113606771,0.0,239.8108113606771,32.49283291695545
111,254.28706868489584,0.0,254.28706868489584,32.95546188944239
112,273.8858235677083,0.0,273.8858235677083,32.73005824215114
113,226.98579915364584,0.0,226.98579915364584,32.45106797089285
114,261.6864420572917,0.0,261.6864420572917,32.38801377090607
115,206.79508463541666,0.0,206.79508463541666,31.533570245747306
116,204.4162801106771,0.0,204.4162801106771,33.344772634105986
117,196.1241658528646,0.0,196.1241658528646,33.761298462436436
118,208.41328938802084,0.0,208.41328938802084,33.040132406209324
119,207.253173828125,0.0,207.253173828125,32.781820080803485
120,215.4406534830729,0.0,215.4406534830729,33.27953038267875
121,220.935546875,0.0,220.935546875,32.993887248321016
122,223.29439290364584,0.0,223.29439290364584,34.68333229057322
123,226.9725138346354,0.0,226.9725138346354,33.45880124235378
124,230.4836222330729,0.0,230.4836222330729,33.070814393388915
125,220.9668172200521,0.0,220.9668172200521,33.71612644476389
126,267.9508870442708,0.0,267.9508870442708,32.74059028085918
127,219.82940673828125,0.0,219.82940673828125,33.684208648166134
128,212.36796061197916,0.0,212.36796061197916,32.042552147482674
129,248.0840861002604,0.0,248.0840861002604,33.291217190705694
130,257.1693929036458,0.0,257.1693929036458,33.261389125601845
131,262.666748046875,0.0,262.666748046875,33.24907274778961
132,237.8748779296875,0.0,237.8748779296875,32.24540839255558
133,252.6623738606771,0.0,252.6623738606771,34.31190352613029
134,231.66569010416666,0.0,231.66569010416666,32.7395626292837
135,214.47391764322916,0.0,214.47391764322916,33.178540813315614
136,234.12251790364584,0.0,234.12251790364584,33.64889880860234
137,261.2148030598958,0.0,261.2148030598958,31.72287473245399
138,240.66886393229166,0.0,240.66886393229166,33.28995975428345
139,243.4117431640625,0.0,243.4117431640625,32.843641370649685
140,246.198486328125,0.0,246.198486328125,32.6356432701607
141,230.90974934895834,0.0,230.90974934895834,32.763966952882534
142,221.5201212565104,0.0,221.5201212565104,32.65287639972492
143,247.57963053385416,0.0,247.57963053385416,33.164551954647145
144,220.0379638671875,0.0,220.0379638671875,33.46652283601984
145,229.99568684895834,0.0,229.99568684895834,32.50253183199125
146,228.76472981770834,0.0,228.76472981770834,33.33539418864235
147,257.14202880859375,0.0,257.14202880859375,32.454060836166974
148,241.76788330078125,0.0,241.76788330078125,33.75402146062487
149,199.00577799479166,0.0,199.00577799479166,33.798849918942786
150,197.7911580403646,0.0,197.7911580403646,33.30407183650977
151,211.67191569010416,0.0,211.67191569010416,32.88567386873111
152,185.49007161458334,0.0,185.49007161458334,33.847555514437566
153,239.60050455729166,0.0,239.60050455729166,32.73019791387996
154,231.66011555989584,0.0,231.66011555989584,33.55653942826691
155,220.84981282552084,0.0,220.84981282552084,32.61257610887884
156,238.16520182291666,0.0,238.16520182291666,32.25317770268251
157,276.64650472005206,0.0,276.64650472005206,32.77575725776898
158,215.228271484375,0.0,215.228271484375,33.20128022371313
159,217.254150390625,0.0,217.254150390625,33.07702118645128
160,191.24837239583334,0.0,191.24837239583334,33.53688859286639
161,236.52803548177084,0.0,236.52803548177084,32.98427713488276
162,196.76688639322916,0.0,196.76688639322916,33.026916260549235
163,194.2355753580729,0.0,194.2355753580729,33.5440967261474
164,223.69795735677084,0.0,223.69795735677084,32.36425467766314
165,263.4059244791667,0.0,263.4059244791667,34.003907465374176
